#OTU ID	Blank2	Blank3	NTC1	NTC2	R1	R10	R11	R12	R13	R14	R15	R16	R2	R3	R4	R5	R6	R7	R8	R9	taxonomy
39ca3139a409e8f7ffef442f4b338520	45	0	0	0	2	6	0	0	596	0	1477	4187	2161	329	458	2391	5404	3740	1291	10	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae
0bcac0a11ae7e70dc956ee20654208a9	120	0	0	0	162	2204	602	725	4000	1602	533	670	13	871	861	130	418	783	655	2136	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
2cf0590d5a5d70d4d65a785d2ea2ce62	0	0	0	0	0	0	0	0	835	0	192	3435	5	109	374	306	2802	3274	2773	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__Synergistes jonesii
643eb6bbe63abcb04f91fde078ef4cf7	0	0	0	0	0	0	0	0	757	0	170	187	481	2065	1813	357	710	1609	526	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella sp003458855
7dd1e3f54cfb535f6fca82366414fdb7	0	0	0	0	235	126	150	215	4766	0	147	319	0	0	58	124	164	192	195	122	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A
c347860abfcfc7a256624e940cec7ae2	0	0	0	0	0	0	0	0	0	0	219	84	448	0	0	248	529	2327	1272	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp900314165
12cb376c08ad79b892ffcdf4a82d9eca	0	0	0	0	0	0	0	0	0	1660	85	0	0	0	0	0	0	0	0	2631	d__Bacteria
fa5719c1a839f6c2431b7e76b200ffc4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1556	2419	0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium
86e10260c2ba16b6877f0ffb21d0fe2d	12	0	0	0	64	1093	278	613	35	680	14	10	15	18	0	0	38	88	65	802	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
2b7c1cbc9921f055149a6ad1e96ce507	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	1898	1726	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__Synergistes jonesii
0bf5f7a082a269a1ee51a24f1e4bd6b7	0	0	0	0	0	0	0	0	0	0	0	0	0	22	112	52	95	3210	151	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides heparinolyticus
fb7f42b7818ceb4ea31a60726ee54875	0	0	0	0	106	924	559	1033	0	60	0	0	0	0	0	0	0	0	0	879	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71
02b7ac31964575f438c63baffc8dfa94	0	0	0	0	0	0	0	0	1781	0	134	140	60	533	408	53	84	253	103	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
8f462fd05d6303b73f8cb861c5bdf373	0	0	0	0	0	0	0	0	99	0	41	86	251	1125	774	127	357	455	179	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella multacida
d49b217c7528106cf87c6ed2d703bafc	0	0	0	0	134	635	662	1455	0	42	0	0	0	0	0	0	0	0	0	507	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71
d0b95805ae2057268cda3100b4ec6c93	0	0	0	0	50	824	709	686	0	250	0	0	0	0	0	0	0	0	0	641	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
3e7b8c26e0316b0c357dd9c6ba427c05	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3150	0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae
eade0569afdfe313ff2c05bdfa3327b4	0	0	0	0	0	0	0	0	0	0	41	0	2823	0	0	35	0	101	105	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002372235
b9d5880e1fad2843dec6e008060702b6	0	0	0	0	0	0	0	0	0	0	0	0	0	302	151	0	0	719	1812	0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986
42ea0e831e17a080413207499ac0ae04	0	0	0	0	0	0	0	0	207	0	327	64	34	161	152	21	117	1124	729	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
77da2f9a5bb42775c2b844edd5635815	0	0	0	0	0	0	0	0	0	0	25	86	1823	0	0	110	592	132	158	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter
a313a9c8b9203bae355f17525c564a58	0	0	0	0	0	0	0	0	172	0	0	0	0	1819	759	20	0	0	0	0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum
c10c7934dd89861ef41d9796e8e50c46	0	0	0	0	0	0	0	0	36	0	125	561	95	6	8	323	926	388	241	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister
f30fdcbe7dcfc60da1886e3aa2df54de	0	0	0	0	0	1243	287	127	0	262	0	0	0	0	0	0	0	0	0	740	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas massiliensis
8c27598b64d250c74067ea9033adbd6a	0	0	0	0	0	0	0	0	13	0	222	555	0	8	10	125	566	573	493	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp016287755
1b6c612d8d153cee7ac80318870cbc08	0	0	0	0	70	55	0	0	423	18	73	180	86	436	397	99	313	219	63	73	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae
d990c3d80ae3321c9558e456231e7cc2	22	0	0	0	147	34	109	142	552	95	90	101	0	469	372	72	66	111	67	32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
c9bec9e43379cdba14b68c17f61e45e4	0	0	0	0	36	159	62	163	364	29	0	0	0	502	565	37	390	0	0	114	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__RUG472;s__RUG472 sp902765005
08441c5b5938eac9087862fbfcddc307	0	0	0	0	0	52	0	0	0	27	0	45	0	110	105	542	1481	0	0	38	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900315595
e6a2f514c09025aef48a55290c0cf681	24	0	0	0	334	228	230	441	431	145	0	179	0	0	53	53	67	0	0	195	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A
c09c9e39df649b0c7a12a331bf674393	0	0	0	0	0	0	1243	1112	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella
d82722cc9f1e419d375ad670311fc142	0	0	0	0	1136	100	34	108	175	44	0	0	0	95	133	0	164	76	79	97	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae_A
7d77172e371124090425d8ce51a9a0b1	0	0	0	0	0	0	0	0	50	0	43	35	186	511	334	101	171	455	135	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella sp003458855
4fc9027d758ef4b63a023f3895da9ccc	0	0	0	0	0	46	43	0	0	0	4	20	939	149	551	7	8	146	100	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae
fb51b52e0719e1d574e7ff860446c13d	0	0	0	0	18	0	0	0	175	0	0	100	0	741	912	6	39	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
fcefe03ab61269a86570b7a9872d0f1e	11	0	0	0	0	0	0	0	65	0	175	205	125	42	33	62	149	566	432	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Egerieousia;s__Egerieousia sp002309115
74775f69b5782e5802ee79d4823daaa1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	19	10	1130	674	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides pyogenes
05344f3f79a3c47714e18a112cf9aea4	0	0	0	0	0	0	0	0	0	0	0	0	0	763	0	0	1068	0	0	0	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum_C;s__Pelotomaculum_C schinkii
a42c955d8e0572d2fe3a3647bbec7ab1	0	0	0	0	0	0	0	0	103	0	0	41	0	40	188	258	319	406	463	0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina
aa5184bf0306dc10f795556e690003fc	0	0	0	0	0	0	0	0	0	0	52	119	88	0	0	171	574	533	269	0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio hippei_A
76a9e7fed283688e3d0e962180fba999	0	0	0	0	0	0	0	0	1605	0	0	0	0	74	120	0	0	0	0	0	d__Bacteria
bd13552704c3d778582b46ce7d072b4c	0	0	0	0	0	0	0	0	4	0	0	40	1129	0	0	51	370	52	71	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter
ce4045ecddd745e375f5c4c464ee7383	0	0	0	0	0	594	172	195	0	254	0	0	0	0	0	0	0	0	0	460	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
5ee583f01d8d7a8fb559bbb492d1cc86	0	0	0	0	0	0	0	0	114	0	31	373	172	64	78	163	567	67	46	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola intestinalis
b189a47af4fd04ac5ab8062bee7b3660	0	0	0	0	0	0	0	0	0	0	0	0	0	78	20	0	291	504	762	0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas_A;s__Syntrophomonas_A palmitatica
3c81fa300e2a3016bf981c6d26baf096	0	0	0	0	0	0	0	0	707	0	52	25	0	387	365	4	2	46	33	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
a587b660b0bde1ecdf440176491a6efc	0	0	0	0	0	0	0	0	18	0	23	7	0	36	17	10	249	425	714	0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__Pyramidobacter sp002007215
83206b5138886cb970b6f521753bbc61	0	0	0	0	0	0	0	0	0	9	74	159	1075	0	0	48	45	58	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334
63fbf2daf6c2c32500312c0b82b5d38f	0	0	0	0	0	0	0	0	0	0	0	1002	0	103	0	0	0	356	0	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Sporomusales_C;f__DSM-15969;g__Anaerospora;s__Anaerospora hongkongensis
ee0b5b881de45ad106c13c88d864aa78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	28	66	1039	0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium sp000499765
7d9178ab88f796fc61800dfa25d17039	0	0	0	0	0	22	0	0	33	0	37	295	417	106	69	59	267	58	38	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
915111c55d13d8ebf053ed968bbd971f	0	0	0	0	0	0	0	0	152	0	52	337	185	63	45	134	203	153	66	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus
d64c80f4371be8b13604dfa899a3f674	0	0	0	0	0	0	0	0	1212	0	0	0	0	81	68	0	0	0	0	0	d__Bacteria
ea3cd4abe89fccc812a44cb64370fd3d	0	0	0	0	0	0	0	0	220	0	0	13	0	583	453	11	75	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis_B
21744f07684bb91465e15fc21fa25a4a	0	0	0	0	0	0	0	0	0	0	6	68	15	10	0	142	40	1070	0	0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001481295
c17e18a3772dacb05255c3866d5722bd	0	0	0	0	28	306	215	477	0	0	0	0	0	0	0	0	0	0	0	208	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71
bca0ee1e7cbf88718a52e4abfde32178	0	0	0	0	260	204	98	146	118	138	0	0	0	24	0	0	0	94	0	142	Unassigned
b301d8648158ce0bbbd780aa79f30d36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia
d28f6b95774eb82cf1c91ea33cc83f87	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	1050	0	d__Bacteria
9119dfbd4265e7c2eb87f5a3b773720c	0	0	0	0	0	0	0	0	0	0	0	111	304	0	0	51	539	31	102	0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter olleyae_A
d60a1c14c460b24998a26ed7b474a222	0	0	0	0	0	0	0	0	748	0	24	149	47	72	45	5	23	13	7	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
e6c443e230f702b1bc4b7ce72c609723	0	0	0	0	0	0	0	0	341	0	41	0	85	330	90	0	34	90	119	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910584465
25fe2fc3dd1dfd6cb15d2415f4909ef0	0	0	0	0	0	383	54	0	0	431	0	0	0	0	0	0	0	0	0	248	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71
ba2a0556631475f1ab5184177b87a5b7	16	0	0	0	209	183	100	96	61	101	0	0	0	75	73	0	0	0	0	185	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__RUG740
644004fb5499da5ca19583ca7f0e1bc8	0	0	0	0	0	0	0	0	0	0	0	0	1088	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
83e05bfd6b08244e91b3714030d80778	0	0	0	0	0	322	110	247	0	194	0	0	0	0	0	0	0	0	0	207	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum ruminis
959c79b636e5a9e31eb0c70b2130058d	0	0	0	0	188	120	55	76	149	285	0	0	0	40	32	0	0	0	0	85	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436
69d7063882ce3fa0e96712d58acf3a8c	0	0	0	0	100	68	60	91	22	35	0	30	0	28	12	73	472	0	0	39	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1774;s__UBA1774 sp016286665
e9eb0c15de4d4012ad78bfea40a88163	0	0	0	0	0	0	0	0	0	0	42	170	481	0	0	58	174	50	18	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
3f861aef2b604bf2d01a1b42014d9bfa	0	0	0	0	0	347	193	69	0	0	0	0	0	0	0	0	0	11	0	313	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J
e4d84796f43c752a160773dc9ef0447e	0	0	0	0	0	0	0	0	58	0	11	70	23	49	116	0	359	62	171	0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera sp003268005
161ad00ddf40b85c00743838d2e73a2c	0	0	0	0	95	0	0	0	0	0	0	67	42	14	12	151	169	276	84	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546345
4e5ee96f96c371e6711bdceb53e42453	0	0	0	0	0	72	88	77	259	52	57	37	15	55	47	4	10	58	20	59	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067
b2b5215ce49c4dd4afe140fb1d274f55	0	0	0	0	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacter;s__Caproicibacter sp024498295
80927c10c571965171246b28a586f031	0	0	0	0	0	0	443	438	0	0	0	0	0	0	0	0	0	0	0	0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__VadinCA11;s__VadinCA11 sp002498365
49192c7604dec5482744c22813b85b52	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	14	291	263	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__BM520;g__BM520;s__BM520 sp009930445
0ed90f811bd316dc180c41e77d787f5e	0	0	0	0	0	0	376	488	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-11;s__Bact-11 sp902778855
dc833609873d35d802d175362860e7f9	0	0	0	0	0	0	0	0	0	0	11	210	32	0	0	126	307	108	56	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella
af07f619f04891012904dcf7611e5575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__Pelotomaculum_C;s__Pelotomaculum_C schinkii
c94e3b7dc506d30b1e82309f1ac40147	9	0	0	0	82	61	0	31	27	18	12	10	19	180	248	0	0	18	16	91	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902789325
210bf92d5d6836ab2a3e70fe5d6e7d7a	0	0	0	0	19	22	140	252	0	22	0	83	0	0	0	0	120	93	46	23	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum
8cbe869d85ca36ca02b873ff5fa83f00	0	0	0	0	155	53	86	83	41	94	0	0	0	130	96	9	0	0	0	70	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
cd4d5b6fb92791a68bd106beb8941065	0	0	0	0	0	0	0	0	0	0	76	170	0	0	0	218	215	73	34	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp016290175
321ed2af1a06909214f2de17518538c6	0	0	0	0	0	0	0	0	20	0	78	71	103	0	0	90	70	262	84	0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella sp003458855
4665135f17ad421c79fd76b2e73f7cfe	0	0	0	0	0	45	64	68	0	26	25	19	21	0	0	8	28	248	179	26	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG695;s__RUG695 sp017434455
3d8ba725a767f94ad8d25dde61dc3275	0	0	0	0	0	0	112	319	0	0	0	15	0	0	0	140	169	0	0	0	d__Bacteria
4dd4d84799eb49d8594df3dc12fbc6fa	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae
1c2fc7ddeb32d703c58d35b85c337f21	0	0	0	0	0	9	0	0	0	0	0	0	0	169	560	0	14	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__G11;s__G11 sp900103495
b3a763e490bbe0b19816f0e8455eb860	0	0	0	0	0	0	0	0	129	0	0	11	0	308	303	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269
d64dbff34b3e2197beb1b32cfd2d3aff	5	0	0	0	0	0	0	0	30	0	40	88	53	24	17	48	152	134	148	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319835
d2a4add6029e32135562e2da9d4ed2e1	13	0	130	17	0	0	0	0	0	322	0	0	0	0	0	0	0	73	169	11	d__Bacteria
b1fdffc957ad3fdb8f8d5283d905cc02	0	0	0	0	0	0	0	0	0	0	0	84	649	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
d1c3221fad0cd70f8fe9fc745e89c3b2	0	0	0	0	41	12	2	10	86	236	11	5	0	73	42	0	45	21	138	9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
18d5b18c1303fa79f663b3e599c793c4	0	0	0	0	0	0	0	0	410	0	27	0	0	116	122	3	0	30	14	0	d__Bacteria;p__Bacillota;c__Bacilli
7def612e11387f699c5af14307838959	27	0	0	0	0	0	0	0	14	0	57	66	42	10	11	75	112	177	125	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
1131a770340ce06dcd2337fe67a20ec4	0	0	0	0	0	161	155	164	0	64	0	0	0	0	0	0	0	0	0	169	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp905233365
1d4989508bda9d003ac3419b85ab61f2	4	0	0	0	0	0	0	0	141	0	12	12	116	140	126	13	56	63	23	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp016291495
6764fd2dbace2f53fbd321632f25c120	0	0	0	0	31	86	0	15	0	505	0	0	0	0	0	0	0	0	0	65	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
6eeeabdd0d54f00ed031105769226f25	0	0	0	0	24	174	32	61	19	31	0	0	0	59	43	0	28	51	42	135	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
c1b69dce99eeb6bff4880271e8bb39df	0	0	0	0	102	181	14	29	0	253	0	0	0	0	0	0	0	0	0	118	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
bf84c7e674455d48de3bd24c87d8539f	0	0	0	0	6	212	0	0	18	62	9	0	13	54	27	0	0	60	84	140	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
20bbe943e941b847049f89213897f45d	0	0	0	0	0	0	0	0	99	0	0	0	0	288	281	0	0	0	0	0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae
10b3067cc383fe29516edcbd128aa819	0	0	0	0	0	0	425	168	0	0	0	0	0	0	0	0	72	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;s__Macellibacteroides fermentans
1daf654ea69b20cb24c06eb88cde6e64	13	0	0	0	0	0	0	0	41	0	41	66	0	0	0	206	96	132	59	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546345
0a7986fb3740585e9b1fff834d14347d	0	0	0	0	0	0	0	0	43	0	41	14	102	72	76	15	14	170	99	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae
8e8c642fcb92e7ed50c59a82dc5cc1dc	0	0	0	0	0	0	0	0	0	0	0	83	17	0	3	159	227	101	55	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
bd2109ef6386cda5686d1bcb85580166	0	0	0	0	0	232	0	37	0	119	0	0	0	0	0	0	0	0	0	247	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp902798645
c0e41a170a55e0a2a61f0a86d2e50117	0	0	0	0	399	0	0	0	15	0	11	25	85	0	0	60	26	6	6	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella
36fd50e274ac7c504cf301bf64cac2fc	0	0	0	0	78	185	0	17	0	28	0	0	0	0	0	35	164	0	0	124	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__CALVLD01;s__CALVLD01 sp944336475
c915368df9faa98d2246e2b8e89ae2c5	0	0	0	0	26	250	20	26	13	103	0	0	0	12	15	0	0	0	0	161	d__Bacteria;p__Bacillota_C;c__Negativicutes
8ab22ef244d3d0131613141eae40ac22	0	0	0	0	0	0	0	0	0	0	0	0	0	248	249	124	0	0	0	0	d__Bacteria;p__Bacillota_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas_B;s__Syntrophomonas_B zehnderi
fb3cd3570aba3414abb9b1567432b537	0	0	0	0	16	129	92	78	9	182	0	0	0	0	0	0	0	0	0	103	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71
b5eea7f69c87847058fe1113b01bc31f	0	0	0	0	12	17	0	0	0	73	0	0	0	493	0	0	3	0	0	7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__WCHB1-69;g__F23-D06;s__F23-D06 sp900316305
